,age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
13490,33,Local-gov,Bachelors,Divorced,Protective-serv,Unmarried,White,Female,0,0,60,Germany,<=50K
13491,33,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Thailand,<=50K
13492,20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
13493,41,State-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
13495,36,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
13496,46,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
13497,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
13498,18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,<=50K
13499,62,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
13500,33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
13501,42,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
13502,18,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
13503,32,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
13504,43,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
13505,20,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,0,0,25,United-States,<=50K
13506,50,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
13508,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13509,22,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
13510,30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
13511,33,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
13512,43,Local-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,43,United-States,<=50K
13513,38,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
13514,34,Local-gov,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0,0,14,United-States,<=50K
13515,40,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
13516,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
13517,41,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
13518,57,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
13519,52,Federal-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
13520,48,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
13521,45,Private,5th-6th,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
13522,24,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
13523,27,State-gov,Assoc-acdm,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
13524,24,Private,HS-grad,Never-married,Farming-fishing,Own-child,Black,Male,0,0,50,United-States,<=50K
13525,71,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-States,<=50K
13526,17,Private,12th,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
13528,33,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
13529,41,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
13530,25,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
13531,42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,15,United-States,<=50K
13533,34,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
13535,27,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
13537,24,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
13538,23,Private,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
13539,33,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
13540,25,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
13541,44,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,<=50K
13542,53,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
13543,38,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,>50K
13544,36,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K
13545,25,State-gov,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
13546,54,Federal-gov,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
13547,31,Private,12th,Separated,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K
13548,18,State-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
13549,40,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
13550,26,Private,Some-college,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,United-States,<=50K
13551,22,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
13552,50,State-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13554,44,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
13555,37,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
13556,34,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13557,45,Federal-gov,Some-college,Widowed,Tech-support,Not-in-family,White,Female,0,0,45,United-States,>50K
13559,25,Private,10th,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
13560,20,Private,Some-college,Separated,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
13561,46,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
13562,26,Private,Assoc-acdm,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
13563,45,Private,1st-4th,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,El-Salvador,<=50K
13565,57,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
13566,28,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
13568,32,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
13569,29,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
13570,36,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Male,0,0,45,United-States,<=50K
13571,19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
13572,27,Private,Bachelors,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,20,Philippines,<=50K
13573,48,Private,Masters,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,>50K
13574,49,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
13575,61,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,82,United-States,<=50K
13576,42,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
13577,30,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
13578,32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
13579,37,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
13580,35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
13581,30,Private,Assoc-voc,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
13582,30,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,India,>50K
13583,55,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
13584,36,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
13585,33,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,48,United-States,<=50K
13586,56,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
13587,37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
13588,28,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,60,United-States,<=50K
13589,38,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
13592,48,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,<=50K
13593,35,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13594,39,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13595,64,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
13596,22,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
13597,45,Local-gov,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
13598,27,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,<=50K
13599,43,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,>50K
13600,23,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,37,United-States,<=50K
13601,39,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
13602,63,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0,0,35,United-States,<=50K
13603,37,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
13604,26,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Other,Male,0,0,40,United-States,<=50K
13605,33,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Canada,<=50K
13607,28,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
13608,20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
13609,34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,<=50K
13610,34,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
13611,41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
13612,38,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
13613,38,Private,Some-college,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
13614,43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,60,South,<=50K
13615,49,Private,Some-college,Widowed,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K
13616,26,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K
13617,28,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
13618,54,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
13620,24,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
13621,23,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,0,0,30,United-States,<=50K
13622,55,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
13623,58,Self-emp-not-inc,9th,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
13625,19,Private,10th,Never-married,Other-service,Other-relative,Black,Female,0,0,20,United-States,<=50K
13627,45,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,52,United-States,<=50K
13628,30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
13629,76,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,33,United-States,<=50K
13630,47,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
13631,40,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,>50K
13632,24,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K
13633,24,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
13634,43,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
13635,29,Private,12th,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
13636,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
13637,61,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
13638,21,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K
13639,52,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
13640,34,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
13642,46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
13643,54,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
13644,43,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
13645,25,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
13646,21,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
13647,37,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
13648,44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
13649,38,Private,Some-college,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,<=50K
13650,32,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
13651,44,Self-emp-not-inc,Some-college,Separated,Sales,Unmarried,White,Male,0,0,60,United-States,<=50K
13653,23,Private,Some-college,Never-married,Other-service,Other-relative,White,Female,0,0,25,United-States,<=50K
13654,25,Self-emp-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K
13655,23,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,28,United-States,<=50K
13656,47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13657,47,Private,11th,Divorced,Craft-repair,Not-in-family,White,Female,0,0,45,United-States,<=50K
13658,25,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
13659,35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
13661,47,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
13662,35,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
13663,24,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
13664,35,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
13665,30,Private,Bachelors,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
13666,17,Private,11th,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K
13668,27,Private,5th-6th,Never-married,Other-service,Not-in-family,White,Male,0,0,60,El-Salvador,<=50K
13669,22,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,0,0,15,United-States,<=50K
13670,22,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
13671,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
13672,51,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,>50K
13673,27,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,United-States,<=50K
13674,27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
13676,20,State-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
13677,42,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
13678,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,>50K
13679,35,Private,7th-8th,Widowed,Other-service,Unmarried,White,Female,0,0,80,United-States,<=50K
13680,22,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
13681,34,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
13682,28,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
13683,38,Private,Bachelors,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,24,United-States,<=50K
